Issue key,Issue id,Summary,Issue Type,Affects Version/s,Affects Version/s,Affects Version/s,Created,Component/s,Component/s,Component/s,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Priority,Status,Fix Version/s,Fix Version/s,Fix Version/s,Custom field (Root Cause),Custom field (RCA Subcategory),Custom field (Code Merged Version),Custom field (Code Merged Version),Custom field (Code Merged Version),Custom field (Code Merged Version),Custom field (Code Merged Version),Resolution,Custom field (Resolved Date),Custom field (Urgency),Resolved,Custom field (Epic Link),Custom field (Target Release),Custom field (Defect Phase),Assignee
TM-46252,4407738,Action Projects - Dashboard,Bug,TASK-24.5.1.5,,,2024-Aug-16 5:59 AM,SAAS,,,CAN_BE_TESTED,MOVE_24.10_TO_25.1,MOVE_25.1_TO_25.2,MOVE_25.2,MOVE_25.3,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-25.4.1.0,,,,Legacy,TASK-25.4.0.4,,,,,Work Complete,,,2025-Mar-10 5:50 AM,RAR-7088,,,AB4247
TM-46243,4407539,Getting 500 internal server Error RTM side for CL02PR,Bug,TASK-24.7.1.3,,,2024-Aug-16 4:30 AM,SAAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,Others,Closed by Salesforce,,,,,,Closed by Salesforce,,,2024-Aug-19 5:00 AM,,,,
TM-46225,4405751,Error when launching Stocktake template,Bug,TASK-24.5.1.6,,,2024-Aug-15 1:22 PM,SAAS,,,24.9_RRR,CAN_BE_TESTED,RCA_Testcase_Missing,Retrospective_Done,SCRUM_VER,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.9.1.1,,,,Legacy,TASK-24.10.0.4,,,,,Work Complete,,,2024-Aug-23 1:38 AM,,,,RD4624
TM-46223,4403323,SHOWSTOPPER: Unable to add a post to a forum (web),Bug,TASK-24.7.1.4,,,2024-Aug-14 3:56 PM,SAAS,,,RCA_Configuration_Issue,,,,,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,,,,,Not a Bug,,,,,,Work Complete,,,2024-Aug-21 6:57 PM,,,,
TM-46222,4403212,Reference01* Unable to Create New User,Bug,TASK-24.7,,,2024-Aug-14 2:22 PM,SAAS,,,CAN_BE_TESTED,CST_Required,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.1.1.0,,,,Configuration,,,,,,Work Complete,,,2024-Sep-30 2:53 PM,,,,PA1587
TM-46221,4403018,"Cannot add ""Area Manager"" User in PROD, but can in PP",Bug,,,,2024-Aug-14 1:17 PM,SAAS,,,CAN_BE_TESTED,CST_Required,RCA_Configuration_Issue,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.10.1.0,,,,Data Issue,,,,,,Work Complete,,,2024-Aug-15 8:04 AM,,,,VK3578
TM-46182,4399663,PROD - Room check discrepancy,Bug,TASK-24.5.1.5,,,2024-Aug-13 3:17 PM,SAAS,,,RCA_Not_Bug,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Not a Bug,,,,,,Work Complete,,,2024-Sep-12 3:23 PM,,,,AL5699
TM-46107,4394983,Demo/Training : emeapartner01 - Getting error in translation manager,Bug,,,,2024-Aug-12 6:18 AM,SAAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Duplicate Issue,,,,,,Duplicate,,,2024-Aug-12 12:07 PM,,,,VK3578
TM-46101,4394800,"Reflexis - CO-OPERATIVE GROUP LTD - Daily store check is not showing in MyWork | 19541260",Bug,TASK-24.5.1.6,,,2024-Aug-12 5:05 AM,SAAS,,,24.9_RRR,RCA_Feature_Parity,Retrospective_Done,TCM_updated,,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,,,,,Feature Parity,,,,,,Script Issue,,,2024-Aug-21 9:08 PM,,,,
TM-46097,4392085,"[Major Incident] Reflexis - Travelodge Hotels Limited - Mobile App degraded / unavailable for multiple users | 19542916",Bug,TASK-24.5.1.5,,,2024-Aug-11 11:09 AM,SAAS,,,CST_Required,RCA_Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,TASK-24.8.1.0,,,,Performance,TASK-24.8.0.4,,,,,Work Complete,,,2024-Sep-19 3:13 AM,,,,VK3578
TM-46069,4388990,MYWORK 23.11.1 [UK/ROI] - Embedded Wistia videos not visible on mobile app,Bug,TASK-24.5.1.5,,,2024-Aug-09 8:49 AM,SAAS,,,CAN_BE_TESTED,RCA_Test_Case_Step_Missing,Retrospective_Done,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.9.1.0,,,,Regression,TASK-24.9.0.4,,,,,Work Complete,,,2024-Aug-16 11:05 AM,,,,MS5895
TM-46049,4388144,451Regression DJ SB ESS (iOS/Android): Text is overlapped on login page.,Bug,,,,2024-Aug-09 2:10 AM,SAAS,,,24.5_TO_24.7,CST_Required,CYB_KERNEL_DEV,Kernel_Scrubbed,RCA_Duplicate,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.7.1.0,,,,Duplicate Issue,,,,,,Duplicate,,,2024-Sep-03 3:02 PM,,,,MP2227
TM-46047,4387527,CL53-HMROW-PP-Unable to login getting error while processing.,Bug,TASK-24.7.1.3,,,2024-Aug-08 6:09 PM,SAAS,,,CAN_BE_TESTED,CST_Required,RCA_Not_Bug,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Not a Bug,,,,,,Works As Expected,,,2024-Aug-09 9:21 PM,,,,MP2227
TM-46044,4385092,Desktop myWalk: myWalk Schedule Report Not Showing Correct Data For Not Started And Incomplete walks.,Bug,TASK-24.5.1.5,,,2024-Aug-08 12:14 PM,SAAS,,,24.10_RRR,24.9_RRR,CAN_BE_TESTED,RCA_Testcase_Missing,Retrospective_Done,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.10.1.0,,,,Legacy,TASK-24.10.0.4,TASK-25.1.0.0,,,,Work Complete,,,2024-Oct-02 9:39 PM,,,,VK3578
TM-46042,4381510,"Reference01 (CL15-reference01-DemoST-RFX-TM):Reports ,Field View and Dashboard is getting error",Bug,TASK-24.5.1.4,,,2024-Aug-08 10:20 AM,SAAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Could Not Reproduce,,,,,,No Longer Reproducible,,,2025-Apr-23 8:55 AM,,,,RD7533
TM-45995,4379945,H&M FR - Not possible to save new password when using french locale,Bug,TASK-24.7.1.3,,,2024-Aug-08 3:26 AM,SAAS,,,CAN_BE_TESTED,RCA_Testcase_Missing,Retrospective_Done,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.9.1.0,,,Code Error,New Feature Bug,TASK-24.9.0.4,,,,,Work Complete,,,2024-Aug-14 1:54 AM,,,,MS5895
TM-45534,4372268,Reflexis - Ahold : Font under notes section auto-changing to default,Bug,TASK-24.7.1.3,,,2024-Aug-06 7:33 AM,SAAS,,,RCA_Not_Bug,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,Others,Closed by Salesforce,,,,,,Closed by Salesforce,,,2024-Aug-17 11:43 AM,,,,NS2980
TM-45505,4369922,No funciona Reporte de Análisis de desempeño,Bug,TASK-24.7.1.3,,,2024-Aug-05 3:13 PM,SAAS,,,CAN_BE_TESTED,RCA_Duplicate,TestCoverage_Done,TKT_CAT_ETL_DATA,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.9.1.0,,,,Duplicate Issue,TASK-24.7.1.0,,,,,Fixed in Latest Release,,,2024-Aug-06 11:49 AM,,,,DS1376
TM-45502,4368618,Update popup blocks notes section when there is a lot updated,Bug,TASK-24.7.1.3,,,2024-Aug-05 8:07 AM,SAAS,,,CAN_BE_TESTED,CYB_RTM_Feat_POD_QA,RCA_Already_Reported,SCRUM_VER,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.10.1.0,,,,Duplicate Issue,TASK-24.10.0.1,,,,,Duplicate,,,2024-Aug-05 10:47 AM,,,,FI9357
TM-45480,4364284,"Reflexis - Chico's FAS, Inc - Expense Form Date Format Incorrect | 19476278",Bug,TASK-24.7.1.3,,,2024-Aug-02 11:06 AM,SAAS,,,MOVE_25.2,RCA_Missing,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Configuration,,,,,,Workaround Provided,,,2025-Jul-08 2:38 PM,,,,
TM-45479,4364040,RTM/PLN - Template inbox covering both modules for RTM Creator,Bug,TASK-24.7.1.3,,,2024-Aug-02 8:51 AM,SAAS,,,24.9_RRR,CYB_RTM_Feat_POD_QA,RCA_Testcase_Missing,Retrospective_Done,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.9.1.0,,,,Legacy,TASK-24.10.0.1,TASK-24.9.0.3,,,,Work Complete,,,2024-Aug-02 12:56 PM,,,,SG6449
TM-45454,4361560,CLONE - v17_Walgreens_PP_Messaging,Bug,TASK-24.7.1.1,,,2024-Aug-01 4:17 PM,SAAS,,,CAN_BE_TESTED,CST_Required,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Data Issue,,,,,,Configuration Issue,,,2024-Aug-05 11:35 AM,,,,VK3578
TM-45453,4361546,v17_Walgreens_PP_Messaging,Bug,TASK-24.7.1.1,,,2024-Aug-01 3:41 PM,SAAS,,,RCA_EnvSpecific_Missed,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Data Issue,,,,,,Script Issue,,,2024-Aug-01 4:15 PM,,,,
TM-45450,4361075,"Reflexis - Dollar General Corporation - Unable to COMPLETE a Project with Survey Questions | 19475297",Bug,,,,2024-Aug-01 11:39 AM,SAAS,,,CAN_BE_TESTED,CYB_MYWORK_Dev_POD,HOTFIX_PROVIDED,RCA_Requirement_Missing,Retrospective_Done,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,Highest,Done,TASK-24.7.1.5,,,,Regression,TASK-24.10.0.1,TASK-24.7.1.5,TASK-24.8.1.3,TASK-24.9.0.3,,Work Complete,,,2024-Aug-05 11:22 AM,,,,PR4060
TM-45431,4358487,DAR DE ALTA USUARIO,Bug,TASK-24.7.1.3,,,2024-Jul-31 3:46 PM,SAAS,,,CAN_BE_TESTED,RCA_Duplicate,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.9.1.0,,,,Duplicate Issue,,,,,,Duplicate,,,2024-Jul-31 4:19 PM,,,,MS5895
TM-45430,4358311,Force Close for projects not working properly,Bug,TASK-24.7.1.3,,,2024-Jul-31 1:36 PM,SAAS,,,RCA_Already_Reported,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.8.1.1,,,,Duplicate Issue,,,,,,Duplicate,,,2024-Jul-31 3:01 PM,,,,DS1376
TM-45428,4357809,INFO - DOCS 24.5 [UK/ROI] - File size limits,Bug,TASK-24.5.1.5,,,2024-Jul-31 9:54 AM,SAAS,,,CAN_BE_TESTED,RCA_Not_Bug,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Training,,,,,,Work Complete,,,2024-Aug-01 9:43 AM,,,,AG9216
TM-45387,4355432,RTMxQWALKxREPORTING: submitted SW is not visible in reports,Bug,TASK-24.5.1.5,,,2024-Jul-30 4:54 PM,SAAS,,,CAN_BE_TESTED,MOVE_24.10_TO_25.1,MOVE_24.9_TO_24.10,MOVE_25.1_TO_25.3,RAR_ETL_DATA_ISSUE,RAR_STANDARD_REPORT_ISSUE,RCA_Testcase_Missing,Retrospective_Done,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,,,,High,Done,TASK-25.3.1.0,,,,Legacy,TASK-25.3.0.5,,,,,Work Complete,,,2025-Feb-27 12:22 PM,,,,RV1486
TM-45384,4355150,Desktop myWork: Saving Project Summary as PDF,Bug,TASK-24.5.1.5,,,2024-Jul-30 2:54 PM,SAAS,,,NO_RTM_DEV_WORK_DONE,RCA_Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Duplicate Issue,,,,,,Duplicate,,,2024-Jul-31 10:09 PM,,,,PA1587
TM-45369,4353961,Unable to force close tasks,Bug,TASK-24.5.1.6,,,2024-Jul-30 8:18 AM,SAAS,,,CAN_BE_TESTED,RCA_Already_Reported,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.7.1.2,,,,Duplicate Issue,TASK-24.8.0.4,,,,,Duplicate,,,2024-Jul-31 8:55 AM,,,,AG9216
TM-45360,4353703,v17 TSC – Previously Launch Projects,Bug,TASK-24.7.1.1,,,2024-Jul-30 5:54 AM,SAAS,,,RCA_Not_Bug,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Not a Bug,,,,,,Works As Expected,,,2024-Jul-30 6:36 AM,,,,
TM-45358,4353163,"[MAJOR INCIDENT] REFLEXIS - MAXIMA LATVIJA - MOBILITY: 24.7.1. unable to complete External survey! | 19452015",Bug,TASK-24.5.1.5,,,2024-Jul-30 4:09 AM,SAAS,,,24.8_RRR,RCA_Test_Case_Step_Missing,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,TASK-24.7.1.4,,,,Regression,TASK-24.7.1.4,TASK-24.8.1.4,,,,Work Complete,,,2024-Jul-31 12:30 AM,,,,AV6155
TM-45349,4352040,Kingfisher Reporting discrepancies,Bug,TASK-24.5.1.6,,,2024-Jul-29 5:20 PM,SAAS,,,RCA_NewFeature,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Standardization,,,,,,Work Complete,,,2025-Feb-06 4:06 PM,,,,
TM-45348,4351941,Yearly Hurricane Prep project - Overdue for all stores but never arrived,Bug,TASK-24.7.1.2,,,2024-Jul-29 4:40 PM,SAAS,,,CAN_BE_TESTED,CYB_RTM_Feat_POD_QA,RCA_Corner_Case,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.10.1.0,,,,Legacy,TASK-24.10.0.0,,,,,Work Complete,,,2024-Aug-01 6:44 AM,,,,SG6449
TM-45347,4351560,Task Approver Display Preference Not Populating for an Approver,Bug,TASK-24.5.1.5,,,2024-Jul-29 12:54 PM,SAAS,,,RCA_Not_Bug,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Legacy,,,,,,Works As Expected,,,2024-Aug-01 9:36 AM,,,,PA1587
TM-45344,4351370,Violation tasks overwrite each other when you add a new rule,Bug,TASK-24.5.1.6,,,2024-Jul-29 11:22 AM,SAAS,,,24.9_RRR,RCA_Corner_Case,Retrospective_Done,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.10.1.0,,,,Legacy,TASK-24.10.0.1,,,,,Work Complete,,,2024-Aug-06 4:05 AM,,,,RV1486
TM-45320,4348314,QWALK: violation priority is not updated,Bug,TASK-24.5.1.5,,,2024-Jul-27 7:34 AM,SAAS,,,CAN_BE_TESTED,RCA_Duplicate,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.10.1.0,,,,New Feature Request,TASK-24.10.1.0,,,,,Fixed in Latest Release,,,2024-Sep-04 3:03 AM,,,,DS1376
TM-45318,4347288,Toolkit Videos Not Playing,Bug,TASK-24.5.1.5,,,2024-Jul-26 4:36 PM,SAAS,,,CAN_BE_TESTED,Q-Docs,RCA_Test_Case_Step_Missing,Retrospective_Done,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.10.1.0,,,,Legacy,TASK-24.10.0.4,,,,,Work Complete,,,2024-Sep-05 10:59 AM,,,,RD4624
TM-45317,4347285,Projects with feedback surveys won't complete,Bug,TASK-24.3.2.4,,,2024-Jul-26 4:14 PM,SAAS,,,CAN_BE_TESTED,CYB_MYWORK_Dev_POD,RCA_Test_Case_Step_Missing,Retrospective_Done,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.9.1.0,,,Code Error,Legacy,TASK-24.9.0.2,,,,,Work Complete,,,2024-Aug-01 7:26 AM,,,,RD4624
TM-45316,4347197,Project date and time in inconsistent in Fresh food code checks,Bug,TASK-24.5.1.6,,,2024-Jul-26 1:31 PM,SAAS,,,RCA_Feature_Parity,Retrospective_Done,SCRUM_VER,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.9.1.0,,,,Legacy,TASK-24.10.0.4,,,,,Work Complete,,,2024-Aug-27 2:33 AM,,,,MS5895
TM-45315,4347049,"[Major Incident] REFLEXIS - JPMorgan Chase Bank, N.A. - Receiving Authentication Failed when trying to log into application | 19432140",Bug,TASK-24.7.1.2,,,2024-Jul-26 11:55 AM,SAAS,,,CAN_BE_TESTED,CST_Required,Performance_External,RCA_Performance_Scalability,Retrospective_Done,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,Highest,Done,TASK-24.9.1.0,,,Code Error,Legacy,TASK-24.9.1.0,,,,,Work Complete,,,2024-Aug-21 9:40 AM,,,,MP2227
TM-45311,4346757,Error in Project Summary PDF versus Project Notes,Bug,TASK-24.5.1.5,,,2024-Jul-26 9:24 AM,SAAS,,,RCA_Informational,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,Done,,,,,Not a Bug,,,,,,Workaround Provided,,,2024-Jul-30 12:29 PM,,,,
TM-45310,4346476,Can Not Recall Task,Bug,TASK-24.5.1.5,,,2024-Jul-26 8:21 AM,SAAS,,,RCA_Informational,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.9.1.0,,,Others,Closed by Salesforce,,,,,,Closed by Salesforce,,,2024-Sep-01 2:00 PM,,,,HD1845
TM-45309,4346466,"No Funciona la opción de ""Permitir al propietario de Grupo comenzar la Caminata""",Bug,TASK-24.7.1.3,,,2024-Jul-26 8:06 AM,SAAS,,,CAN_BE_TESTED,RCA_Informational,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.9.1.0,,,,Training,,,,,,Work Complete,,,2024-Aug-07 5:11 PM,,,,AG9216
TM-45295,4345053,HF - receiving an additional email when a project has been reset,Bug,TASK-24.5.1.5,,,2024-Jul-26 3:42 AM,SAAS,,,CAN_BE_TESTED,RCA_Already_Reported,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.7.1.3,,,,Regression,,,,,,Done,,,2024-Oct-03 11:23 AM,,,,VK3578
TM-45290,4344085,v17_Walgreens_PP_Unable to access RAR and COMPASS reporting,Bug,TASK-24.7.1.1,,,2024-Jul-25 5:37 PM,SAAS,,,RCA_EnvSpecific_Missed,Retrospective_Done,TKT_CAT_ETL_DATA,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,Others,Closed by Salesforce,,,,,,Closed by Salesforce,,,2024-Aug-05 9:13 AM,,,,
TM-45289,4343639,v17 TSC – Calendar on App,Bug,TASK-24.7.1.1,,,2024-Jul-25 12:46 PM,SAAS,,,RCA_Requirement_Missing,Retrospective_Done,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.9.1.0,,,Code Error,Configuration,TASK-24.9.0.2,,,,,Work Complete,,,2024-Jul-30 3:11 PM,,,,RD4624
TM-45287,4343352,ORG: Device Status Report (Case #16141395),Bug,TASK-24.5.1.5,,,2024-Jul-25 9:49 AM,SAAS,,,CAN_BE_TESTED,RCA_Corner_Case,REOPENED_NOT_A_BUG,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,Low,Done,TASK-24.10.1.0,,,,New Feature Bug,TASK-24.10.0.3,,,,,Work Complete,,,2024-Sep-11 10:13 AM,,,,AG9216
TM-45284,4343000,v17 TSC – Task Title,Bug,TASK-24.7.1.1,,,2024-Jul-25 8:00 AM,SAAS,,,RCA_EnvSpecific_Missed,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,Others,Closed by Salesforce,,,,,,Closed by Salesforce,,,2024-Aug-17 8:09 AM,,,,MT1932
TM-45279,4342553,"Project Edits - Unable to Delete, Backspace or Remove Existing Bullets",Bug,TASK-24.7.1.2,,,2024-Jul-25 5:42 AM,SAAS,,,CAN_BE_TESTED,RCA_Duplicate,RELEASE_NOTES,TestCoverage_Done,WK_2024-07-22_IP,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.7.1.0,,,,Duplicate Issue,TASK-25.7.0.6,,,,,Duplicate,,,2025-Jun-17 3:33 PM,,,,RV1486
TM-45268,4340671,"No muestra información el ""Reporte de análisis de Desempeño""",Bug,TASK-24.5.1.5,,,2024-Jul-24 4:47 PM,SAAS,,,CAN_BE_TESTED,RCA_Duplicate,Retrospective_Done,STOREWALK_FEEDBACK,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.7.1.0,,,,Duplicate Issue,,,,,,Duplicate,,,2024-Jul-25 11:42 AM,,,,PA1587
TM-45267,4340669,v17 TSC – Project Workload,Bug,TASK-24.7.1.1,,,2024-Jul-24 4:37 PM,SAAS,,,CST_Required,RCA_EnvSpecific_Missed,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.10.0.0,,,,Legacy,,,,,,Work Complete,,,2024-Jul-31 2:42 PM,,,,MP2227
TM-45253,4339744,Walk on mobile - Issue when photos are attached to questions,Bug,TASK-24.5.1.5,,,2024-Jul-24 8:21 AM,SAAS,,,CAN_BE_TESTED,MOVE_24.10_TO_25.1,RCA_Duplicate,Retrospective_Done,TestCoverage_Done,TIER_1,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.1.1.0,,,,New Feature Bug,TASK-25.1.0.3,,,,,Work Complete,,,2024-Oct-24 2:42 AM,,,,AG9216
TM-45250,4339450,Withdraw stuck project 6260295,Bug,TASK-24.5.1.6,,,2024-Jul-24 6:29 AM,SAAS,,,RCA_Duplicate,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Duplicate Issue,TASK-24.8.1.0,,,,,Duplicate,,,2024-Sep-23 4:15 PM,,,,
TM-45242,4339208,Report not showing to review,Bug,TASK-24.8.1.6,,,2024-Jul-24 3:53 AM,SAAS,,,CYB_KERNEL_DEV,Kernel_Scrubbed,MOVE_25.1_TO_25.2,MOVE_25.3,MOVE_25.4,RCA_Duplicate,Retrospective_Done,SFDC_Addressed,SWA_GROOMING,,,,,,,,,,,,,,,,,,,High,Done,TASK-25CONFIG,,,,Duplicate Issue,,,,,,Configuration Issue,,,2025-Sep-23 5:48 PM,,,,RV1486
TM-45235,4337682,Project reading force closed incorrectly and we are now unable to edit,Bug,TASK-24.5.1.5,,,2024-Jul-23 1:19 PM,SAAS,,,CAN_BE_TESTED,CYB_RTM_Feat_POD_QA,RCA_Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.7.1.2,,,,Duplicate Issue,,,,,,Duplicate,,,2024-Jul-23 4:39 PM,,,,SG6449
TM-45221,4336876,ERROR EN SOLICITUD APROBADA,Bug,TASK-24.5.1.5,,,2024-Jul-23 7:55 AM,SAAS,,,CODE_MERGE_VERSION_NA,RCA_DuplicateIssue,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Done,,,,,Data Issue,,,,,,Script Issue,,,2024-Aug-21 3:49 PM,,,,NS2980
TM-45211,4334724,Can not edit current task - Wine POG Transition - 7/22-7/26,Bug,TASK-24.5.1.5,,,2024-Jul-22 3:25 PM,SAAS,,,CAN_BE_TESTED,CYB_RTM_Feat_POD_QA,RCA_Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.7.1.2,,,,Legacy,,,,,,Duplicate,,,2024-Jul-23 4:19 PM,,,,SG6449
TM-45210,4334547,"Project disappeared from Inbox, Summary vanished after changes",Bug,TASK-24.5.1.5,,,2024-Jul-22 1:53 PM,SAAS,,,RCA_Testcase_Missing,Retrospective_Done,TCM_updated,WORKAROUND_PROVIDED,,,,,,,,,,,,,,,,,,,,,,,,High,Done,,,,,Performance,,,,,,Work Complete,,,2024-Sep-10 3:18 PM,,,,SS2200
TM-45207,4333820,Error en número de proyectos,Bug,TASK-24.5.1.5,,,2024-Jul-22 9:48 AM,SAAS,,,24.9_RRR,CAN_BE_TESTED,RAR_ETL_DATA_ISSUE,RCA_Execution_Missing,Retrospective_Done,SCRUM_VER,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.10.0.0,,,Code Error,Legacy,,,,,,Work Complete,,,2024-Jul-26 9:29 AM,,,,VD9169
TM-45190,4329886,"Reflexis -  MPREIS WARENVERTRIEBS GMBH - can't  sign & send walks | 18586168",Bug,TASK-24.5.1.5,,,2024-Jul-19 8:01 PM,SAAS,,,CAN_BE_TESTED,RCA_Execution_Missing,Retrospective_Done,TCM_updated,,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,TASK-24.7.1.3,,,,Regression,TASK-24.7.1.3,,,,,Work Complete,,,2024-Jul-24 1:20 PM,,,,AV6155
TM-45189,4329885,"Reflexis -  MPREIS WARENVERTRIEBS GMBH - can't  sign & send walks | 18586168",Bug,TASK-24.5.1.5,,,2024-Jul-19 7:59 PM,SAAS,,,RCA_Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,,,Highest,Done,,,,,Duplicate Issue,,,,,,Duplicate,,,2024-Jul-22 6:21 AM,,,,
TM-45188,4329497,"Desktop myWork: When Editing Project, Unable to Use Backspace Key",Bug,TASK-24.5.1.5,,,2024-Jul-19 1:52 PM,SAAS,,,CAN_BE_TESTED,CK_EDITOR_WEB_ISSUE,RCA_Missing,RELEASE_NOTES,Retrospective_Done,RN_25.7,SCRUM_VER,TestCoverage_Done,WK_2024-07-22_IP,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-25.7.1.0,,,,Legacy,TASK-25.7.0.6,,,,,Work Complete,,,2025-Jun-17 3:51 PM,,,,RV1486
TM-45187,4329487,In pre prod walk Edit Name should be removed. We do not want our teams to be able to edit a walk name,Bug,TASK-24.7.1.2,,,2024-Jul-19 1:27 PM,SAAS,,,24.9_RRR,CAN_BE_TESTED,RCA_Testcase_Missing,Retrospective_Done,TCM_updated,TestCoverage_Done,,,,,,,,,,,,,,,,,,,,,,Medium,Done,TASK-24.10.1.0,,,,Legacy,TASK-24.10.0.4,,,,,Work Complete,,,2024-Sep-04 3:57 PM,,,,MS5895
TM-45165,4328802,MYWORK 24.5 [UK/ROI] - Colleague data different in reporting than in UI,Bug,TASK-24.5.1.5,,,2024-Jul-19 8:05 AM,SAAS,,,CAN_BE_TESTED,RAR_ETL_DATA_ISSUE,RCA_Configuration_Issue,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.10.1.0,,,,Legacy,TASK-24.10.1.0,,,,,Work Complete,,,2024-Sep-16 1:47 AM,,,,SA9341
TM-45158,4327937,Walk Points Not Displaying on Walk PDF,Bug,TASK-24.5.1.5,,,2024-Jul-19 3:03 AM,SAAS,,,CODE_MERGE_VERSION_NA,RCA_Duplicate,Retrospective_Done,,,,,,,,,,,,,,,,,,,,,,,,,High,Done,TASK-24.7.1.0,,,,Duplicate Issue,,,,,,Duplicate,,,2024-Aug-01 6:10 PM,,,,DS1376
